id,first name,last name,age,dob,grade,school name,address.city,address.state,address.pincode,faculty.first name,faculty.last name,faculty.subject,faculty.phone number,faculty.salary
814,Tine,Beggan,13,5/27/2014,F,Thoughtsphere,Flushing,New York,11355,Caresa,Bondesen,English,718-714-9405,$4131.78
815,Karlee,Conichie,11,10/25/2011,E,Thoughtstorm,Albuquerque,New Mexico,87195,Merilyn,Ruvel,Math,505-141-9301,$1305.62
816,Dolorita,Erswell,10,8/15/2018,D,Vitz,New Orleans,Louisiana,70116,Marin,Whitrod,Math,504-997-0959,$4090.23
817,Martguerita,Alldritt,15,6/6/2010,F,Browsedrive,New Haven,Connecticut,6505,Maybelle,McEvon,History,203-727-7700,$2555.06
818,Penn,Dolle,15,6/8/2008,B,Voonder,Greensboro,North Carolina,27409,Sonny,Yggo,English,336-624-8879,$3768.08
819,Paddy,Henriques,13,9/25/2015,E,Skyba,Colorado Springs,Colorado,80910,Brantley,Pescud,English,719-296-8697,$1112.67
820,Marne,McKean,14,5/26/2018,A,Riffpath,Van Nuys,California,91411,Gunar,Alecock,Science,626-722-4125,$2123.27
821,Daffi,Bowart,15,7/12/2015,E,Leexo,Washington,District of Columbia,20029,Ann,Bachanski,Math,202-241-5226,$1799.24
822,Lissy,Clardge,18,2/23/2013,D,Skinder,Hattiesburg,Mississippi,39404,Lezlie,Aloshkin,History,601-240-0161,$1164.31
823,Ettore,Euesden,12,11/22/2007,D,Thoughtbeat,San Antonio,Texas,78210,Thaxter,Coase,Art,210-127-0681,$2141.39
824,Brooks,Rolfo,17,7/6/2015,F,Midel,Kansas City,Kansas,66160,Gwenora,Durnin,Science,913-481-2285,$4169.68
825,Lissie,Stuchburie,13,1/9/2017,A,Photobean,Boston,Massachusetts,2216,Kory,Gladwin,History,617-552-4784,$4699.89
826,Bertina,Root,11,5/28/2010,D,Eabox,Portsmouth,Virginia,23705,Luce,Plait,Math,757-554-5022,$1017.26
827,Petr,Gillies,16,2/19/2017,C,Oozz,Odessa,Texas,79764,Mozelle,Shevels,English,432-984-6968,$2525.07
828,Ronni,Clemmett,12,12/7/2008,F,Shuffletag,Houston,Texas,77020,Bev,Ashburner,Science,281-212-1611,$4724.59
829,Laurice,Crocetti,6,9/27/2011,D,Gigashots,Fort Lauderdale,Florida,33320,Grayce,Marrington,Art,754-281-8029,$4034.15
830,Bettye,Ayris,16,12/12/2016,B,Mydo,Arlington,Texas,76011,Isidro,Rosling,English,817-758-2496,$4664.56
831,Lancelot,Whellams,8,2/22/2017,A,Quire,Charlotte,North Carolina,28256,Wes,Laverick,Science,704-919-4308,$2329.03
832,Ludvig,Isbell,13,11/6/2018,B,Browseblab,Crawfordsville,Indiana,47937,Almeria,Broadfield,History,765-560-9517,$1361.08
833,Marcos,Urling,13,3/5/2012,B,Rhyzio,Phoenix,Arizona,85035,Iris,Offin,Art,602-609-2208,$4288.62
834,Eugen,Fantham,10,11/14/2011,B,Rhybox,Louisville,Kentucky,40225,Mari,Luppitt,Math,502-488-9911,$3832.51
835,Heinrik,Lafaye,15,11/2/2013,F,Tagcat,Bradenton,Florida,34205,Sianna,Cartmael,History,941-834-3649,$3340.67
836,Burk,Humble,15,6/30/2015,D,Buzzbean,Madison,Wisconsin,53779,Renard,Evennett,Math,608-696-5274,$2873.56
837,Kaspar,Dymott,16,12/1/2011,A,Quinu,Long Beach,California,90805,Hetty,Cleve,History,310-154-2847,$4524.81
838,Anatol,Maslen,11,8/8/2013,B,Yodel,Baton Rouge,Louisiana,70815,Huntlee,Lutwidge,Science,225-190-1764,$3587.68
839,Regine,Kesteven,9,8/28/2011,C,Quatz,Columbus,Ohio,43231,Brianna,Frontczak,History,614-967-5752,$2229.59
840,Nell,De Mattei,12,10/10/2008,E,Rhynoodle,Edmond,Oklahoma,73034,Alethea,Rylstone,English,405-468-9693,$2148.08
841,Joleen,Parlor,6,5/27/2010,C,Topicblab,Seattle,Washington,98158,Brocky,Heisman,English,360-859-1794,$2888.52
842,Melli,MacCosty,13,11/23/2011,C,Jamia,San Antonio,Texas,78296,Bettine,Brindley,History,210-765-0527,$2159.18
843,Margeaux,Matresse,12,9/7/2013,D,Topiczoom,Orange,California,92862,Leann,Darlison,Science,714-165-0076,$3486.06
844,Ulla,Wenderott,15,9/5/2007,F,Gabspot,Chicago,Illinois,60641,Stefa,Orritt,Art,773-492-9000,$3039.92
845,Wolfie,Giannotti,15,5/25/2008,D,Tagopia,Miami,Florida,33233,Zerk,Sellens,Art,786-192-1045,$1603.43
846,Adria,Bulmer,11,10/29/2017,A,Skinix,Boston,Massachusetts,2104,Gawen,Simmens,History,318-694-2340,$1940.39
847,Heloise,Stirtle,11,7/31/2009,C,Dabjam,Topeka,Kansas,66622,Sherilyn,Roller,Math,785-605-4781,$2230.07
848,Bruis,Ferneley,8,3/25/2010,F,Shuffledrive,Washington,District of Columbia,20078,Tannie,Beverley,Math,202-552-5465,$2628.53
849,Case,Fluin,7,2/13/2018,E,Oyonder,Pueblo,Colorado,81015,Livia,Yukhnov,English,719-567-7823,$4271.32
850,Vivi,Snalom,14,4/12/2008,D,Lazz,Tempe,Arizona,85284,Hanna,Kedslie,History,480-252-3907,$4449.05
851,Brunhilda,McDade,18,3/28/2014,E,Riffwire,Memphis,Tennessee,38168,Kelsey,Puleque,English,901-790-1588,$1760.55
852,Stephanus,Stoacley,15,10/7/2018,A,Avavee,Philadelphia,Pennsylvania,19151,Sara,Wort,Math,215-739-5452,$2938.78
853,Cordell,Addams,17,10/22/2017,D,Rooxo,Washington,District of Columbia,20067,Jessalyn,Simioni,Math,202-372-9827,$4540.31
854,Rodger,Hoble,17,6/3/2008,E,Skynoodle,Amarillo,Texas,79118,Winni,Girodon,Math,806-665-7785,$1834.60
855,Lulita,Poulsom,15,5/27/2008,D,Edgeclub,Springfield,Ohio,45505,Frederique,Jasper,Science,937-611-9978,$3927.19
856,Tracy,Chamley,14,8/6/2016,C,Brainsphere,Florence,South Carolina,29505,Louise,Bootell,Art,843-567-9274,$1508.60
857,Stanly,Jannasch,11,5/3/2010,A,Quimba,Houston,Texas,77005,Caralie,Braddick,Art,214-565-8604,$1118.73
858,Gawen,Scheu,14,5/16/2008,F,Jaxbean,Conroe,Texas,77305,Wendeline,Wilden,English,936-109-4464,$2234.31
859,Vince,Mayou,7,1/20/2006,F,Browsecat,Atlanta,Georgia,30306,Brittan,Sweetman,Art,404-755-9945,$3440.58
860,Chicky,Pacher,18,11/6/2007,E,Wordify,Marietta,Georgia,30061,Cherice,MacCrossan,Art,770-741-6305,$2838.90
861,Ilysa,Avramovitz,18,2/15/2009,C,Realmix,Fort Lauderdale,Florida,33355,Fernanda,Billett,English,754-301-3399,$2174.07
862,Mirabelle,Stennard,13,10/25/2014,D,Browsetype,Denver,Colorado,80241,Jake,Terbrug,Science,303-740-5188,$4984.18
863,Neila,Kauble,17,12/5/2014,A,Buzzbean,Dallas,Texas,75277,Konrad,Dragonette,Science,214-432-0089,$1263.52
864,Johann,McGhee,8,7/7/2017,B,Tagcat,Huntington,West Virginia,25709,Starlin,Coviello,Science,304-402-8841,$4878.40
865,Frederique,Baroux,13,2/4/2014,C,Roombo,San Antonio,Texas,78278,Christye,Clerke,History,210-989-5904,$2836.28
866,Everard,Kilgrew,15,2/26/2007,E,Thoughtbridge,Montgomery,Alabama,36195,Jennifer,Abernethy,Science,334-934-4139,$4656.56
867,Roscoe,Tattersill,7,7/30/2007,C,Katz,Roanoke,Virginia,24020,Meade,Muck,Art,540-666-9130,$4867.61
868,Alyssa,Beecheno,18,2/23/2006,F,Thoughtbridge,Amarillo,Texas,79188,Romain,Chicotti,History,806-984-8795,$2196.63
869,Theresina,McHarry,10,3/31/2007,D,Plajo,Dallas,Texas,75379,Eadie,Dewey,Science,214-239-7185,$1235.34
870,Latisha,Gimenez,14,4/20/2017,F,Quatz,Seattle,Washington,98175,Caryn,Swadlinge,English,206-445-2283,$2757.80
871,Melly,Bealing,14,11/23/2010,E,Agimba,Richmond,Virginia,23285,Bard,Birkmyre,History,804-817-2741,$1568.07
872,Waylon,Dohmann,15,5/29/2016,F,Dynabox,Tyler,Texas,75799,Jerald,Vescovini,Art,903-437-9689,$4861.05
873,Ricki,Marciskewski,11,1/23/2011,F,Edgewire,Houston,Texas,77223,Harp,Demogeot,Math,713-942-1696,$1817.30
874,Liz,Vedeniktov,6,11/29/2014,A,InnoZ,Wichita,Kansas,67260,Sherman,Fendlen,Science,316-279-9130,$2431.64
875,Drugi,Tayloe,16,10/19/2009,F,Demivee,Louisville,Kentucky,40250,Mirna,Moscon,English,502-801-9629,$4305.99
876,Rozamond,Plaistowe,17,12/15/2006,B,Brainverse,Oklahoma City,Oklahoma,73104,Mavis,FitzGibbon,Math,405-237-6027,$4438.01
877,Phelia,McBrady,11,11/2/2014,F,Gigabox,Newport News,Virginia,23605,Isidro,Brambill,History,757-523-5431,$1149.36
878,Willetta,Vlahos,14,8/2/2006,F,Katz,Austin,Texas,78744,Nick,Boarder,English,512-338-5937,$4544.70
879,Renate,Dyer,16,5/11/2018,A,Roodel,Norcross,Georgia,30092,Rudolph,Legg,Science,770-375-1038,$3844.87
880,Lindsey,Leftwich,11,10/28/2018,D,Leenti,Lubbock,Texas,79491,Raymond,Chmiel,History,806-893-3721,$3821.42
881,Cy,Solley,9,4/2/2009,F,Linkbuzz,Chicago,Illinois,60669,Inglebert,Dargavel,English,312-274-3375,$2791.80
882,Elvyn,Roggeman,7,9/16/2016,E,Voonyx,Long Beach,California,90840,Reinold,Dady,Math,562-932-7052,$4911.33
883,Barth,Middlewick,6,7/23/2015,F,Twimm,New Haven,Connecticut,6533,Ambur,Deveral,English,203-351-2919,$3909.12
884,Roderick,Roeby,10,11/22/2009,B,Skyndu,Ogden,Utah,84409,Roselle,Sadat,English,801-354-0159,$1707.38
885,Jessika,Gibbings,8,9/10/2010,D,Zoomcast,Fort Lauderdale,Florida,33320,Kalvin,McDowall,Science,754-573-0399,$3793.20
886,Catlin,Griffin,11,11/1/2018,D,Feedfire,Little Rock,Arkansas,72204,Ralf,Zuanelli,English,501-205-9793,$3629.40
887,Dolley,Hellwing,15,9/16/2008,A,Edgewire,Reading,Pennsylvania,19605,Obadias,Headly,History,484-319-1256,$1557.03
888,Kamila,Schiersch,15,4/8/2006,F,Einti,Waterbury,Connecticut,6726,Alair,Golley,Math,203-673-8012,$1343.31
889,Hartley,Passy,10,8/26/2013,D,LiveZ,Los Angeles,California,90065,Morten,Trevers,History,818-690-8859,$1487.34
890,Anne-marie,Wilshaw,14,5/13/2010,A,Photolist,Saint Cloud,Minnesota,56398,Yvon,Bilyard,Science,320-100-4466,$4451.57
891,Debee,Waryk,8,1/18/2013,B,Camido,Texarkana,Texas,75507,Luca,Lombardo,History,903-653-4126,$3860.79
892,Claus,Gobbet,13,4/15/2007,C,Livefish,Seattle,Washington,98121,Jozef,Glennie,Art,253-422-8391,$2708.46
893,Bertine,Winchcum,17,9/13/2010,C,Wikivu,Chicago,Illinois,60641,Bridgette,Kempstone,Math,773-488-1382,$3858.24
894,Merrel,Wakelam,13,7/15/2011,C,Linklinks,Athens,Georgia,30610,Valene,Chapling,Math,706-456-4645,$1371.68
895,Cassey,Maddrah,10,5/9/2011,B,Skyvu,Pittsburgh,Pennsylvania,15215,Betti,Clackers,Math,412-295-8429,$3666.69
896,Leeann,Aumerle,11,10/3/2012,D,Skyndu,Cumming,Georgia,30130,Spike,Moakler,Math,706-778-3945,$4595.72
897,Claudius,Wearden,8,1/16/2007,D,Avaveo,Columbia,South Carolina,29225,Dulciana,Fountian,History,803-332-5029,$4642.08
898,Helene,Goulding,17,10/24/2013,C,Twitterwire,Spokane,Washington,99210,Gnni,Roubeix,History,509-352-0991,$2938.36
899,Easter,Leneve,13,3/17/2018,A,Tagfeed,Fort Smith,Arkansas,72916,Marta,Puttock,Science,479-812-6136,$2495.63
900,Bambi,Jennison,13,9/15/2018,A,Meezzy,Lawrenceville,Georgia,30045,Axel,Dominique,Math,678-113-1071,$4933.58
901,Floyd,Castan,11,8/11/2012,A,Lazzy,Mobile,Alabama,36670,Vickie,Willerson,Science,251-377-7774,$1437.85
902,Charmane,O'Flaverty,6,7/7/2018,A,Gevee,Bronx,New York,10459,Borden,Bowdery,Art,917-123-8171,$3228.33
903,Greggory,Vitet,16,11/24/2007,F,Topicshots,Houston,Texas,77299,Kally,Cummins,Science,713-608-0499,$2933.50
904,Prudence,Domerq,10,4/15/2012,E,Vitz,Monroe,Louisiana,71208,Edythe,Sawden,English,318-802-5350,$1786.85
905,Jessy,Hampstead,13,6/16/2016,F,Jaxspan,Denver,Colorado,80262,Sal,Rugiero,History,303-355-3264,$1777.61
906,Jewell,Faustian,12,12/25/2013,E,Fadeo,Montgomery,Alabama,36134,Rebecka,Clissett,Science,334-428-2764,$4272.75
907,Marcelle,Poynton,15,6/27/2010,B,Cogilith,Wilmington,Delaware,19805,Arlyne,Coan,Math,302-908-1386,$3102.75
908,Giacopo,Hazart,16,4/22/2008,D,Fliptune,Norfolk,Virginia,23504,Kimberly,Bassill,History,757-920-8301,$1502.11
909,Rosemonde,Kettle,15,2/17/2012,B,Gabspot,Omaha,Nebraska,68117,Pepita,Gerritzen,Art,402-303-8540,$1188.43
910,Miles,Tyght,16,6/9/2014,F,Yombu,Minneapolis,Minnesota,55417,Steffie,Gertray,Math,651-815-5682,$1819.62
911,Gretchen,Goodyer,11,12/10/2009,C,Shuffledrive,San Diego,California,92110,Estel,Kulis,History,619-403-7259,$2041.86
912,Shannon,Harrhy,11,8/31/2008,E,Jabbersphere,Gaithersburg,Maryland,20883,Valencia,Drover,Math,240-400-1310,$3756.46
913,Nanni,Riste,17,12/19/2012,A,Cogidoo,Great Neck,New York,11024,Enid,Paolino,History,516-425-6582,$1932.01
914,Arny,Laverick,7,9/27/2015,D,Topdrive,Pasadena,California,91131,Idalia,Temlett,Math,626-351-8441,$3070.05
915,Cristiano,Yerrington,13,12/6/2014,F,Rhyzio,Tucson,Arizona,85725,Elden,Fitzsymonds,English,520-921-6629,$3165.58
916,Quintin,Tighe,10,10/13/2010,C,Jabbersphere,Clearwater,Florida,33763,Guido,Lundberg,History,727-852-1511,$2217.38
917,Simon,Brunicke,15,3/28/2011,E,Zoomdog,Portland,Oregon,97240,Neel,Clough,History,971-120-7435,$2970.46
918,Kim,Oels,17,7/20/2013,D,Cogidoo,White Plains,New York,10606,Robinson,Mealing,English,845-855-8663,$4094.65
919,Jasper,Enser,10,12/3/2011,A,Devcast,Schenectady,New York,12325,Jaime,Hinken,History,518-402-3824,$3831.60
920,Phineas,Tootell,10,4/28/2013,C,Tazzy,San Jose,California,95150,Orly,Rozsa,History,408-214-3257,$4558.90
921,Ansel,Bener,9,9/4/2018,B,Browsedrive,Reno,Nevada,89595,Joline,Kembley,English,775-268-8049,$2598.84
922,Vincents,Burbury,11,1/5/2018,B,Zava,Chattanooga,Tennessee,37416,Nefen,Rouchy,Science,423-696-5947,$3974.66
923,Felizio,Koop,6,4/11/2012,F,Photojam,Buffalo,New York,14263,Sergent,Craw,Science,716-807-3380,$3008.27
924,Iolande,Wardhough,14,6/6/2016,F,Devpulse,Sarasota,Florida,34233,Kimbell,Gagg,History,941-741-0150,$3739.03
925,Ugo,Glewe,16,9/9/2011,E,Shufflester,Miami,Florida,33142,Wilmar,Hillitt,Math,305-641-8516,$1345.10
926,Earl,Vear,6,1/13/2007,D,Brainlounge,Evansville,Indiana,47737,Leisha,Woodrough,English,812-379-1000,$1029.01
927,Tiphani,Groocock,8,6/30/2010,F,Aimbu,San Diego,California,92191,Clyde,Purdom,Science,619-617-9197,$2451.37
928,Odie,Croal,9,1/31/2010,A,Lazz,Bronx,New York,10469,Tiena,Flaverty,English,347-466-4080,$2706.96
929,Titus,Bullerwell,8,8/3/2007,D,Mycat,Sterling,Virginia,20167,Jarret,Ledstone,Math,571-829-4425,$3154.64
930,Daryl,Damerell,18,12/26/2013,E,Wikizz,Atlanta,Georgia,30328,Malcolm,Geke,Art,404-994-2155,$1092.67
931,Caryl,Chiddy,17,2/3/2006,F,Oloo,Tampa,Florida,33680,Hamlin,Joyson,History,813-102-3527,$4017.59
932,Kathye,Smalecombe,14,8/7/2007,D,Topicblab,Baltimore,Maryland,21275,Josiah,Edgecombe,English,410-374-9615,$1718.17
933,Noach,Cullinan,18,1/5/2016,F,Zoomzone,El Paso,Texas,79916,Leonerd,Riepel,English,915-522-0894,$2416.42
934,Reeva,Gierke,9,10/3/2009,A,Latz,Birmingham,Alabama,35210,Addy,Caldes,Art,205-371-5738,$4910.83
935,Ardath,Demann,16,7/25/2008,F,Tagpad,Los Angeles,California,90015,Oriana,Lamming,History,818-705-0286,$3376.23
936,Tracey,Colles,7,8/10/2007,C,Kayveo,Van Nuys,California,91411,Nariko,Killner,History,818-295-7990,$3564.73
937,Conni,Charnock,15,4/28/2012,E,Jaxbean,Miami,Florida,33158,Olivie,Dermott,Art,786-438-0106,$4664.03
938,Ingram,Masseo,8,8/23/2016,E,Dynazzy,Charleston,South Carolina,29424,Lian,Cleaton,Art,843-960-4903,$4316.46
939,Marianne,Dewan,12,8/23/2007,F,Bubblebox,Ventura,California,93005,Adriano,Crowson,Math,805-136-0952,$1351.86
940,Joseito,O'Feeny,15,4/30/2007,E,Thoughtstorm,Syracuse,New York,13210,Marla,Piddle,Science,315-893-3906,$2951.49
941,Neall,Lawry,6,8/10/2010,B,Skinte,Jeffersonville,Indiana,47134,Rowney,Addyman,English,812-479-0473,$2685.79
942,Hiram,Diggar,9,7/18/2014,A,Skinte,Tucson,Arizona,85715,Myrvyn,Exon,English,520-213-5614,$3811.81
943,Bernette,Schubbert,18,8/28/2007,B,Voonte,Florence,South Carolina,29505,Beryl,Lippitt,Science,843-800-5306,$2437.61
944,Bryan,Landrick,13,6/29/2015,C,Mudo,El Paso,Texas,88563,Denver,Haskins,Math,915-317-0872,$2700.89
945,Tamera,Weond,9,2/18/2007,B,Topdrive,Columbus,Ohio,43215,Terza,Orchard,English,513-417-3239,$3178.59
946,Carmelina,Bissiker,17,10/28/2009,A,Centidel,Houston,Texas,77206,Samuel,Goult,Science,713-816-9297,$2594.02
947,Alistair,Kinnaird,17,5/11/2017,F,Jabbertype,Oklahoma City,Oklahoma,73197,Douglass,O' Dooley,Science,405-775-7596,$1165.71
948,Torey,Triplet,9,7/17/2015,C,Yodoo,Richmond,Virginia,23225,Celeste,Wilsher,Science,804-824-5748,$4639.74
949,Johann,Nekrews,18,7/20/2006,C,Kazio,Orlando,Florida,32808,Whit,Derisly,Math,321-405-5264,$1792.60
950,Darcie,Monte,11,12/18/2007,B,Babbleset,Houston,Texas,77005,Rhodia,Bullar,History,832-940-7836,$2996.36
951,Alaster,McRory,9,2/1/2017,D,Janyx,Jackson,Mississippi,39204,Blinni,Gripton,Math,601-482-7922,$1765.98
952,Darill,Fann,8,5/30/2018,E,Trilia,Wichita,Kansas,67215,Madalyn,McClaughlin,English,316-370-9894,$1516.00
953,Almire,Troppmann,14,1/29/2007,A,Feedfire,Buffalo,New York,14210,Marcelo,Dowe,English,716-304-2686,$2698.11
954,Gerald,Scholey,14,12/27/2015,F,Cogilith,Knoxville,Tennessee,37919,Bonnee,Dearlove,Math,865-408-8081,$4501.22
955,Christabella,Sussex,7,2/26/2016,B,Twitterwire,Fresno,California,93709,Hephzibah,Bickerton,Science,559-544-4817,$2433.29
956,Valida,Moorman,12,6/11/2015,C,Yambee,Albany,New York,12255,Raven,Vickors,Art,518-730-1945,$1636.49
957,Nicholas,Creamer,15,12/25/2013,B,Devify,Stamford,Connecticut,6922,Bernelle,Revett,English,203-708-0531,$3723.86
958,Sianna,Ridings,11,7/30/2012,F,Twimm,Dearborn,Michigan,48126,Klemens,Baff,History,734-521-5536,$4207.81
959,Ainsley,Mandal,15,1/8/2006,D,Skibox,Las Vegas,Nevada,89120,Vallie,Bowery,Math,702-273-2358,$3176.43
960,Niki,Haversham,11,2/2/2008,B,Lazzy,Elizabeth,New Jersey,7208,Julita,Beresfore,English,908-407-2561,$1747.09
961,Annamarie,Denecamp,9,12/29/2007,A,Rhynoodle,Salt Lake City,Utah,84125,Hughie,Tarling,History,801-746-9371,$3374.25
962,Faber,Sydenham,11,11/8/2013,E,Meeveo,Hampton,Virginia,23663,Matt,Corner,Art,804-602-5097,$4940.58
963,Sayres,Trayford,16,5/13/2016,B,Yamia,Gainesville,Florida,32627,Giffy,Don,Art,352-181-7137,$1718.49
964,Callean,Witnall,14,1/24/2017,A,Omba,Falls Church,Virginia,22047,Ricki,Sealand,Science,571-466-7252,$1748.32
965,Cristina,Sparwell,7,1/29/2012,D,Oloo,Sacramento,California,95813,Shaun,Frisby,English,916-378-4345,$4138.87
966,Jabez,Crottagh,13,7/23/2015,B,Zoombox,Metairie,Louisiana,70005,Oberon,Dunleavy,Math,504-339-7737,$2002.91
967,Belicia,Wroughton,14,4/10/2014,E,Miboo,Torrance,California,90510,Shaina,Liddel,Math,818-139-9088,$2365.75
968,Mord,Slocomb,16,1/25/2009,E,Blogpad,Anchorage,Alaska,99599,Rana,Walcar,Art,907-980-4868,$1716.80
969,Leif,Roulston,7,6/28/2014,A,Wikizz,Aurora,Illinois,60505,Mickie,Agostini,Science,630-266-2031,$3941.73
970,Andra,Sinclar,14,4/22/2010,A,Realpoint,New Orleans,Louisiana,70165,Darci,Squires,Art,504-281-7170,$4174.18
971,Billie,Connal,11,11/19/2008,A,Dabshots,Fort Lauderdale,Florida,33310,Denny,Britner,Art,754-971-2193,$2178.96
972,Catherine,Raulstone,6,2/8/2013,D,Skajo,New York City,New York,10155,Michel,Jarville,Art,917-868-8333,$4028.80
973,Linnea,Urlich,12,6/23/2015,A,Tagtune,Raleigh,North Carolina,27626,Rodina,Burchett,History,919-814-0670,$1908.46
974,Emmalyn,Archanbault,15,6/21/2018,F,Tavu,Rochester,New York,14646,Jethro,Curd,History,585-520-2291,$1313.87
975,Nedda,Ferschke,6,11/30/2011,F,Eabox,Springfield,Missouri,65810,Malva,Filipczynski,Science,417-544-7098,$3536.36
976,Sandra,MacAllester,7,8/17/2012,C,Zoomlounge,Albuquerque,New Mexico,87190,Isadora,Condict,Science,505-202-5206,$4835.28
977,Kenna,Yatman,6,9/16/2015,E,Skyndu,Macon,Georgia,31210,Cathrine,Grigoli,Art,478-834-3175,$4186.00
978,Kinna,Ingerman,14,6/21/2016,A,Livetube,Philadelphia,Pennsylvania,19136,Willamina,Brackenbury,History,267-739-3194,$1439.66
979,Romeo,Danigel,8,11/27/2006,F,Mynte,Milwaukee,Wisconsin,53225,Shanda,Couvet,English,414-521-0792,$1816.61
980,Brina,Hincham,14,9/19/2015,A,Babbleset,Boston,Massachusetts,2216,Priscella,Millar,Art,617-161-8573,$4785.97
981,Eolande,Gibby,10,1/20/2009,D,Oyoyo,Littleton,Colorado,80161,Bidget,Moodie,English,303-918-9206,$1058.53
982,Lynna,Leveridge,6,6/24/2011,E,Skinder,Fort Smith,Arkansas,72905,Kassey,Tittershill,History,479-851-1281,$4808.65
983,Ambur,Korpolak,18,4/8/2008,B,Edgetag,Irvine,California,92612,Courtnay,Hetterich,Science,510-713-3628,$4561.68
984,Remus,Pietz,16,6/4/2014,C,Yata,Charleston,West Virginia,25321,Sallyann,Gomby,Math,304-696-2695,$2325.80
985,Trina,Paolone,8,5/3/2014,A,Camido,East Saint Louis,Illinois,62205,Rubetta,Wortley,Science,618-382-1255,$4628.83
986,Renard,Ferenc,12,8/21/2009,D,Edgeclub,Seattle,Washington,98115,Mara,Yerson,English,206-992-6653,$2803.68
987,Jerome,Went,14,4/8/2016,E,BlogXS,Arlington,Texas,76016,Karlan,Yegorov,Science,817-424-1838,$3200.73
988,Brnaby,Heaseman,17,11/21/2017,E,Meedoo,Columbia,South Carolina,29240,Barbara-anne,Longhirst,Math,803-573-5455,$4531.68
989,Amery,Foggarty,7,8/14/2017,D,Flashset,Fredericksburg,Virginia,22405,Ronnie,Targe,Science,540-352-4302,$4597.56
990,Enrique,Pragnall,6,2/18/2007,A,Gigabox,Tacoma,Washington,98481,Barty,Brockman,English,253-860-9641,$2749.87
991,Mariele,Wheelhouse,6,11/10/2017,B,Omba,Arlington,Texas,76096,Maxy,Tewnion,Art,214-311-9287,$3985.13
992,Selia,Le Prevost,10,2/4/2016,F,Linktype,Clearwater,Florida,34615,Gilly,Taveriner,Art,727-386-9540,$4010.71
993,Robbie,Lockery,13,2/29/2012,F,Realmix,Jacksonville,Florida,32209,Melonie,Pluvier,Science,904-309-0688,$2028.86
994,Latia,Molloy,12,5/18/2008,A,Eabox,Minneapolis,Minnesota,55412,Fonzie,Bateup,Math,952-268-6359,$3339.59
995,Isidoro,Glenton,9,7/22/2013,C,Wikido,Harrisburg,Pennsylvania,17140,Stacy,Moring,English,717-291-0437,$1499.97
996,Winonah,Tuft,16,9/25/2013,F,LiveZ,North Little Rock,Arkansas,72199,Benji,Petric,Science,501-428-3447,$2230.46
997,Minda,Vater,17,3/20/2010,B,Eidel,Houston,Texas,77245,Jan,Grattage,Math,713-356-8253,$3336.47
998,Osbourn,Cater,15,5/28/2008,C,Edgepulse,Aurora,Illinois,60505,Ham,Verdy,English,331-878-3257,$3846.69
999,Ernestine,Overpool,18,1/12/2017,F,Gabcube,Riverside,California,92513,Clare,Rickeard,Math,951-522-2297,$4613.96
1000,Grannie,Betteridge,14,8/16/2017,F,Chatterbridge,Port Saint Lucie,Florida,34985,Selinda,Cohan,Science,772-105-5698,$3314.72
